url,chemical_name,numericals
http://www.industrialchemistry.org/PDF/r11960.pdf,5-amino-2-chlorobenzotrifluoride,"[320-51-4],[206-277-6]"
http://www.industrialchemistry.org/PDF/r10770.pdf,5-amino-3-methyl-1-phenylpyrazole,[1131-18-6]
http://www.industrialchemistry.org/PDF/r16230.pdf,5-amino-4-cyano-3-methylisothiazole,[41808-35-9]
http://www.industrialchemistry.org/PDF/r6327.pdf,5-aminobenzimidazolone,[95-23-8]
http://www.industrialchemistry.org/PDF/r1506.pdf,4-amino-5-aminomethyl-2-methylpyrimidine,[874-43-1]
http://www.industrialchemistry.org/PDF/r4968.pdf,5-aminosalicylic acid,"[89-57-6],[201-919-1]"
http://www.industrialchemistry.org/PDF/r15798.pdf,5-aminotetrazole,"[136369-04-5],[15454-54-3],[4418-61-5],[5378-49-4]"
http://www.industrialchemistry.org/PDF/r617.pdf,5-benzyl-3-furylmethyl alcohol,[20416-09-5]
http://www.industrialchemistry.org/PDF/r11446.pdf,"5-bromo-5-nitro-1,3-dioxane","[30007-47-7],[250-001-7]"
http://www.industrialchemistry.org/PDF/r8820.pdf,5-bromovaleric acid,[2067-33-6]
http://www.industrialchemistry.org/PDF/r15866.pdf,5-bromophthalide,[64169-34-2]
http://www.industrialchemistry.org/PDF/r606.pdf,5-bromopyrimidine,"[4595-59-9],[224-992-1]"
http://www.industrialchemistry.org/PDF/r13257.pdf,4-chloro-3-sulfamoylbenzoic acid,"[1205-30-7],[214-882-1]"
http://www.industrialchemistry.org/PDF/r14576.pdf,5-chloro-2-methoxy-3'-hydroxy-2'-naphthanilide,"[137-52-0],[205-300-7]"
http://www.industrialchemistry.org/PDF/r10574.pdf,5-chloro-2-methyl-4-isothiazolinone,"[26172-55-4],[247-500-7]"
http://www.industrialchemistry.org/PDF/r15634.pdf,2-amino-4-chlorodiphenyl ether,"[6259-38-7],[93-67-4],[202-266-5],[228-400-2]"
http://www.industrialchemistry.org/PDF/r7847.pdf,"5-chloro-2,4,6-trifluoropyrimidine",[697-83-6]
http://www.industrialchemistry.org/PDF/r3081.pdf,clioquinol,"[130-26-7],[204-984-4]"
http://www.industrialchemistry.org/PDF/r10989.pdf,chlorzoxazone,[95-25-0]
http://www.industrialchemistry.org/PDF/r698.pdf,5-chlorosalicylic acid,"[321-14-2],[206-283-9]"
http://www.industrialchemistry.org/PDF/r16178.pdf,5-cyanophthalide,[82104-74-3]
http://www.industrialchemistry.org/PDF/r4735.pdf,5-cyclohexadecen-1-one,[37609-25-9]
http://www.industrialchemistry.org/PDF/r12439.pdf,4-amino-5-ethoxymethyl-2-methylpyrimidine,"[73-66-5],[200-802-2]"
http://www.industrialchemistry.org/PDF/r3132.pdf,phenobarbital,"[50-06-6],[57-30-7]"
http://www.industrialchemistry.org/PDF/r12726.pdf,primidone,[125-33-7]
http://www.industrialchemistry.org/PDF/r1572.pdf,5-ethylquinolinic acid,[102268-15-5]
http://www.industrialchemistry.org/PDF/r17597.pdf,5-fluoro-2-oxindole,[56341-41-4]
http://www.industrialchemistry.org/PDF/r3304.pdf,folinic acid,[58-05-9]
http://www.industrialchemistry.org/PDF/r16225.pdf,5-hydroxymethylthiazole,[38585-74-9]
http://www.industrialchemistry.org/PDF/r495.pdf,carvacrol,"[499-75-2],[207-889-6]"
http://www.industrialchemistry.org/PDF/r15031.pdf,"5-mercapto-1,2,3-triazole, sodium salt",[59032-27-8]
http://www.industrialchemistry.org/PDF/r13716.pdf,5-methoxy-2-mercaptobenzimidazole,[37052-78-1]
http://www.industrialchemistry.org/PDF/r7349.pdf,methyl isoamyl ketone,[110-12-3]
http://www.industrialchemistry.org/PDF/r7350.pdf,ethyl amyl ketone,[541-85-5]
http://www.industrialchemistry.org/PDF/r12364.pdf,acipimox,"[51037-30-0],[256-928-3]"
http://www.industrialchemistry.org/PDF/r5568.pdf,5-nitroisophthalic acid,"[618-88-2],[210-568-3]"
http://www.industrialchemistry.org/PDF/r2830.pdf,5-nitrofurfural diacetate,[92-55-7]
http://www.industrialchemistry.org/PDF/r2588.pdf,monoethyl 5-nitroisophthalate,"[22871-55-2],[245-273-9]"
http://www.industrialchemistry.org/PDF/r3310.pdf,"5-nitroso-2,4,6-triaminopyrimidine","[1006-23-1],[213-742-7]"
http://www.industrialchemistry.org/PDF/r4810.pdf,5-phenyl-3-methyl-2-pentenonitrile,"[53243-59-7],[53243-60-0],[258-446-9],[258-447-4]"
http://www.industrialchemistry.org/PDF/r5502.pdf,5-phenyltetrazole,"[18039-42-4],[241-950-8]"
http://www.industrialchemistry.org/PDF/r2912.pdf,allantoin,[97-59-6]
http://www.industrialchemistry.org/PDF/r9883.pdf,barbital,"[144-02-5],[57-44-3],[200-331-2],[205-613-9]"
http://www.industrialchemistry.org/PDF/r4474.pdf,"5,5-dimethylhydantoin",[77-71-4]
http://www.industrialchemistry.org/PDF/r12693.pdf,olsalazine,"[15722-48-2],[6054-98-4],[227-975-7]"
http://www.industrialchemistry.org/PDF/r8680.pdf,Vat Blue 5,"[2475-31-2],[219-598-1]"
http://www.industrialchemistry.org/PDF/r3080.pdf,halquinol,[8067-69-4]
http://www.industrialchemistry.org/PDF/r9228.pdf,iodoquinol,"[83-73-8],[201-497-9]"
http://www.industrialchemistry.org/PDF/r12083.pdf,sodium 5'-guanylate,[550-12-9]
http://www.industrialchemistry.org/PDF/r12082.pdf,sodium 5'-inosate,[4691-65-0]
http://www.industrialchemistry.org/PDF/r16066.pdf,sulfamonomethoxine,"[1220-83-3],[38006-08-5]"
http://www.industrialchemistry.org/PDF/r4780.pdf,"6-acetyl-1,1,2,3,3,5-hexamethylindane",[15323-35-0]
http://www.industrialchemistry.org/PDF/r4785.pdf,"6-acetyl-1,1,2,4,4,7-hexamethyltetralin",[1506-02-1]
http://www.industrialchemistry.org/PDF/r12136.pdf,"6-amino-1,3-dimethyluracil",[6642-31-5]
http://www.industrialchemistry.org/PDF/r13895.pdf,heptaminol,"[372-66-7],[543-15-7]"
http://www.industrialchemistry.org/PDF/r8812.pdf,6-aminocaproic acid,"[60-32-2],[200-469-3]"
http://www.industrialchemistry.org/PDF/r14606.pdf,adenine,[73-24-5]
http://www.industrialchemistry.org/PDF/r11758.pdf,6-aminotoluene-3-sulfonic acid,"[63450-43-1],[98-33-9],[202-658-6]"
http://www.industrialchemistry.org/PDF/r17193.pdf,6-aminoveratric acid,[5653-40-7]
http://www.industrialchemistry.org/PDF/r1058.pdf,6-aminopenicillanic acid,"[551-16-6],[208-993-4]"
http://www.industrialchemistry.org/PDF/r14700.pdf,6-benzylaminopurine,[1214-39-7]
http://www.industrialchemistry.org/PDF/r11159.pdf,"6-bromo-2,4-dinitroaniline","[1817-73-8],[217-329-2]"
http://www.industrialchemistry.org/PDF/r16166.pdf,6-chloro-2-oxindole,[56341-37-8]
http://www.industrialchemistry.org/PDF/r3293.pdf,6-chloropurine,[87-42-3]
http://www.industrialchemistry.org/PDF/r445.pdf,"6-ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline",[91-53-2]
http://www.industrialchemistry.org/PDF/r14096.pdf,6-hydroxynaphthoic acid,"[16712-64-4],[240-759-7]"
http://www.industrialchemistry.org/PDF/r3296.pdf,hypoxanthine,[68-94-0]
http://www.industrialchemistry.org/PDF/r3289.pdf,6-mercaptopurine,"[50-44-2],[200-037-4]"
http://www.industrialchemistry.org/PDF/r11301.pdf,6-methoxy-1-tetralone,[1078-19-9]
http://www.industrialchemistry.org/PDF/r16925.pdf,6-methyl-2-hepten-4-ol,[4798-62-3]
http://www.industrialchemistry.org/PDF/r10264.pdf,methylheptenol,[1569-60-4]
http://www.industrialchemistry.org/PDF/r4529.pdf,b-methylheptenone,[110-93-0]
http://www.industrialchemistry.org/PDF/r4607.pdf,a-methylheptenone,[10408-15-8]
http://www.industrialchemistry.org/PDF/r17188.pdf,methyl 6-methylnicotinate,[5470-70-2]
http://www.industrialchemistry.org/PDF/r12141.pdf,6-methyluracil,[626-48-2]
http://www.industrialchemistry.org/PDF/r4673.pdf,pseudoionone,"[141-10-6],[205-457-1]"
http://www.industrialchemistry.org/PDF/r4600.pdf,geranylacetone,"[689-67-8],[211-711-2]"
http://www.industrialchemistry.org/PDF/r13914.pdf,farnesylacetone,"[1117-52-8],[214-246-3]"
http://www.industrialchemistry.org/PDF/r3093.pdf,papaverine,"[58-74-2],[6183-83-1]"
http://www.industrialchemistry.org/PDF/r15471.pdf,"6,7-dimethoxyquinazoline-2,4-dione",[28888-44-0]
http://www.industrialchemistry.org/PDF/r2338.pdf,N-hexyl-phenyl-p-phenylenediamine,"[793-24-8],[212-344-0]"
http://www.industrialchemistry.org/PDF/r11607.pdf,7-(4-amino-6-diethylaminotriazin-2-yl)amino-3-phenylcoumarin,[6909-59-7]
http://www.industrialchemistry.org/PDF/r11606.pdf,7-(4-chloro-6-diethylaminotriazin-2-yl)amino-3-phenylcoumarin,"[5516-22-3],[226-861-4]"
http://www.industrialchemistry.org/PDF/r2765.pdf,7-aminocephalosporanic acid,[957-68-6]
http://www.industrialchemistry.org/PDF/r17469.pdf,7-amino-4-chlorocephalosporanic acid,"[4.2.0],[53994-69-7]"
http://www.industrialchemistry.org/PDF/r2760.pdf,7-amino-3-desacetoxycephalosporanic acid,[22252-43-3]
http://www.industrialchemistry.org/PDF/r17470.pdf,7-amino-3-nor-3-cephem-4-carboxylic acid,[36923-17-8]
http://www.industrialchemistry.org/PDF/r15196.pdf,7-chloroquinaldine,[4965-33-7]
http://www.industrialchemistry.org/PDF/r6431.pdf,7-dehydrocholesterol,[434-16-2]
http://www.industrialchemistry.org/PDF/r10330.pdf,7-hydroxycoumarin,[93-35-6]
http://www.industrialchemistry.org/PDF/r15813.pdf,7-methoxy-1-tetralone,[6836-19-7]
http://www.industrialchemistry.org/PDF/r4582.pdf,myrcene,[123-35-3]
http://www.industrialchemistry.org/PDF/r13909.pdf,farnesene,"[18794-84-8],[242-582-0]"
http://www.industrialchemistry.org/PDF/r7293.pdf,"N,bis(1,4-dimethylpentyl)-p-phenylenediamine","[3081-14-9],[221-375-9]"
http://www.industrialchemistry.org/PDF/r3574.pdf,naphtholactam,[130-00-7]
http://www.industrialchemistry.org/PDF/r662.pdf,8-hydroxyquinoline,"[134-31-6],[148-24-3],[205-711-1]"
http://www.industrialchemistry.org/PDF/r76.pdf,oxine-copper,[10380-28-6]
http://www.industrialchemistry.org/PDF/r3340.pdf,methoxsalen,[298-81-7]
http://www.industrialchemistry.org/PDF/r14016.pdf,9-ketodecanoic acid,[1422-26-0]
http://www.industrialchemistry.org/PDF/r7508.pdf,oleic acid,[112-80-1]
http://www.industrialchemistry.org/PDF/r2826.pdf,anthrone,[90-44-8]
http://www.industrialchemistry.org/PDF/r14193.pdf,"methyl 9,10-dihydroxystearate","[1115-01-1],[214-220-1]"
http://www.industrialchemistry.org/PDF/r8255.pdf,isooctyl epoxystearate,[63181-89-5]
http://www.industrialchemistry.org/PDF/r910.pdf,"9,10-phenanthrenequinone",[84-11-7]
http://www.industrialchemistry.org/PDF/r15809.pdf,"tall oil fatty acid, polyunsaturated",[60-33-3]
http://www.industrialchemistry.org/PDF/r4297.pdf,acrylonitrile-(ethylene-propylene-diene)-styrene copolymers,NA
http://www.industrialchemistry.org/PDF/r4047.pdf,adipic acid,[124-04-9]
http://www.industrialchemistry.org/PDF/r1095.pdf,acrylic acid,[79-10-7]
http://www.industrialchemistry.org/PDF/r1006.pdf,acetoacetanilide,"[102-01-2],[202-996-4]"
http://www.industrialchemistry.org/PDF/r3846.pdf,"acetoacet-4-chloro-2,5-dimethoxyanilide","[4433-79-8],[224-638-6]"
http://www.industrialchemistry.org/PDF/r13672.pdf,2-(acetoacetoxyethyl) methacrylate,"[21282-97-3],[244-311-1]"
http://www.industrialchemistry.org/PDF/r3844.pdf,acetoacet-o-anisidide,[92-15-9]
http://www.industrialchemistry.org/PDF/r3872.pdf,acetoacet-o-toluidide,"[93-68-5],[202-267-0]"
http://www.industrialchemistry.org/PDF/r15301.pdf,abacavir,"[136470-78-5],[188062-50-2],[2.2.1]"
http://www.industrialchemistry.org/PDF/r14406.pdf,abamectin,[71751-41-2]
http://www.industrialchemistry.org/PDF/r26.pdf,a-bromopropionic acid,"[598-72-1],[209-947-6]"
http://www.industrialchemistry.org/PDF/r4225.pdf,acrylonitrile-butadiene-styrene copolymers,NA
http://www.industrialchemistry.org/PDF/r8809.pdf,"dodecylbenzenesulfonic acid, linear",[27176-87-0]
http://www.industrialchemistry.org/PDF/r6190.pdf,"copper arsenate, ammoniacal",[32680-29-8]
http://www.industrialchemistry.org/PDF/r12258.pdf,2-acetamidocinnamic acid,[5469-45-4]
http://www.industrialchemistry.org/PDF/r12990.pdf,acamprosate calcium,[77337-73-6]
http://www.industrialchemistry.org/PDF/r13011.pdf,NA,[56180-94-0]
http://www.industrialchemistry.org/PDF/r5404.pdf,poly(acrylate-methacrylate) graft copolymers,NA
http://www.industrialchemistry.org/PDF/r2600.pdf,acebutolol,[37517-30-9]
http://www.industrialchemistry.org/PDF/r13063.pdf,aceclofenac,[89796-99-6]
http://www.industrialchemistry.org/PDF/r13064.pdf,acemetacin,[53164-05-9]
http://www.industrialchemistry.org/PDF/r1273.pdf,acenaphthene,[83-32-9]
http://www.industrialchemistry.org/PDF/r2968.pdf,acenocoumarol,[152-72-7]
http://www.industrialchemistry.org/PDF/r2072.pdf,acephate,[30560-19-1]
http://www.industrialchemistry.org/PDF/r15397.pdf,acequinocyl,[57960-19-7]
http://www.industrialchemistry.org/PDF/r10291.pdf,acesulfame-K,[55589-62-3]
http://www.industrialchemistry.org/PDF/r4351.pdf,"polyacetal, homopolymers",NA
http://www.industrialchemistry.org/PDF/r7495.pdf,"polyacetal, copolymers",NA
http://www.industrialchemistry.org/PDF/r666.pdf,acetaldehyde,[75-07-0]
http://www.industrialchemistry.org/PDF/r13624.pdf,acetaldehyde ethyl phenethyl diacetal,"[2556-10-7],[219-868-9]"
http://www.industrialchemistry.org/PDF/r15765.pdf,acetaldehyde oxime,[107-29-9]
http://www.industrialchemistry.org/PDF/r6389.pdf,acetamide,[60-35-5]
http://www.industrialchemistry.org/PDF/r13428.pdf,acetamiprid,[135410-20-7]
http://www.industrialchemistry.org/PDF/r1002.pdf,acetanilide,"[103-84-4],[203-150-7]"
http://www.industrialchemistry.org/PDF/r12538.pdf,cyclopentolate,"[512-15-2],[208-136-4]"
http://www.industrialchemistry.org/PDF/r2659.pdf,acetazolamide,[59-66-5]
http://www.industrialchemistry.org/PDF/r132.pdf,acetic acid,[64-19-7]
http://www.industrialchemistry.org/PDF/r4559.pdf,2-hexenyl acetate,[2497-18-9]
http://www.industrialchemistry.org/PDF/r13073.pdf,aluminium acetate,[8006-13-1]
http://www.industrialchemistry.org/PDF/r7969.pdf,"aluminium acetate, basic",[142-03-0]
http://www.industrialchemistry.org/PDF/r8943.pdf,amyl acetate,[628-63-7]
http://www.industrialchemistry.org/PDF/r14140.pdf,antimony triacetate,[6923-52-0]
http://www.industrialchemistry.org/PDF/r1358.pdf,benzyl acetate,[140-11-4]
http://www.industrialchemistry.org/PDF/r4711.pdf,bornyl acetate,[76-49-3]
http://www.industrialchemistry.org/PDF/r135.pdf,calcium acetate,[62-54-4]
http://www.industrialchemistry.org/PDF/r11163.pdf,chromium acetate,[1066-30-4]
http://www.industrialchemistry.org/PDF/r4795.pdf,cinnamyl acetate,"[103-54-8],[203-121-9]"
http://www.industrialchemistry.org/PDF/r4633.pdf,citronellyl acetate,"[150-84-5],[67650-82-2],[205-775-0]"
http://www.industrialchemistry.org/PDF/r9127.pdf,cobalt acetate,[71-48-7]
http://www.industrialchemistry.org/PDF/r7032.pdf,diethylene glycol monobutyl ether acetate,"[124-17-4],[204-685-9]"
http://www.industrialchemistry.org/PDF/r391.pdf,propylene glycol monoethyl ether acetate,[98516-30-4]
http://www.industrialchemistry.org/PDF/r2249.pdf,ethyl acetate,[141-78-6]
http://www.industrialchemistry.org/PDF/r14030.pdf,ethylene glycol diacetate,[111-55-7]
http://www.industrialchemistry.org/PDF/r4823.pdf,eugenyl acetate,[93-28-7]
http://www.industrialchemistry.org/PDF/r4618.pdf,geranyl acetate,"[105-87-3],[203-341-5]"
http://www.industrialchemistry.org/PDF/r4130.pdf,diacetin,[25395-31-7]
http://www.industrialchemistry.org/PDF/r4129.pdf,triacetin,[102-76-1]
http://www.industrialchemistry.org/PDF/r9353.pdf,hexyl acetate,NA
http://www.industrialchemistry.org/PDF/r4556.pdf,isoamyl acetate,[123-92-2]
http://www.industrialchemistry.org/PDF/r4669.pdf,isobornyl acetate,[125-12-2]
http://www.industrialchemistry.org/PDF/r9422.pdf,isobutyl acetate,[110-19-0]
http://www.industrialchemistry.org/PDF/r10347.pdf,isoheptyl acetate,NA
http://www.industrialchemistry.org/PDF/r2192.pdf,isopropenyl acetate,[108-22-5]
http://www.industrialchemistry.org/PDF/r6810.pdf,isopropyl acetate,[108-21-4]
http://www.industrialchemistry.org/PDF/r6005.pdf,lead acetate,[301-04-2]
http://www.industrialchemistry.org/PDF/r4588.pdf,linalyl acetate,[115-95-7]
http://www.industrialchemistry.org/PDF/r14600.pdf,lithium acetate,[546-89-4]
http://www.industrialchemistry.org/PDF/r7596.pdf,magnesium acetate,[142-72-3]
http://www.industrialchemistry.org/PDF/r4705.pdf,menthyl acetate,"[2623-23-6],[89-48-5],[201-911-8],[220-076-0]"
http://www.industrialchemistry.org/PDF/r392.pdf,propylene glycol monomethyl ether acetate,[84540-57-8]
http://www.industrialchemistry.org/PDF/r4803.pdf,methyl acetate,[79-20-9]
http://www.industrialchemistry.org/PDF/r7210.pdf,nickel acetate,[373-02-4]
http://www.industrialchemistry.org/PDF/r2240.pdf,phenyl acetate,[122-79-2]
http://www.industrialchemistry.org/PDF/r133.pdf,potassium acetate,[127-08-2]
http://www.industrialchemistry.org/PDF/r134.pdf,sodium acetate,[127-09-3]
http://www.industrialchemistry.org/PDF/r5154.pdf,stearylamine acetate,NA
http://www.industrialchemistry.org/PDF/r9757.pdf,sucrose octaacetate,[126-14-7]
http://www.industrialchemistry.org/PDF/r5164.pdf,tallowamine acetate,NA
http://www.industrialchemistry.org/PDF/r4132.pdf,triethylene glycol diacetate,"[111-21-7],[203-846-0]"
http://www.industrialchemistry.org/PDF/r9848.pdf,zinc acetate,"[557-34-6],[5970-45-6]"
http://www.industrialchemistry.org/PDF/r7698.pdf,zirconium acetate,[5153-24-2]
http://www.industrialchemistry.org/PDF/r533.pdf,acetic anhydride,[108-24-7]
http://www.industrialchemistry.org/PDF/r15106.pdf,acetoacetamide,"[5977-14-0],[227-774-4]"
http://www.industrialchemistry.org/PDF/r787.pdf,ethyl acetoacetate,[141-97-9]
http://www.industrialchemistry.org/PDF/r671.pdf,isopropyl acetoacetate,"[542-08-5],[208-798-4]"
http://www.industrialchemistry.org/PDF/r870.pdf,methyl acetoacetate,[105-45-3]
http://www.industrialchemistry.org/PDF/r1908.pdf,acetochlor,[34256-82-1]
http://www.industrialchemistry.org/PDF/r59.pdf,hydroxyethylidene(diphosphonic acid),[2809-21-4]
http://www.industrialchemistry.org/PDF/r12370.pdf,acetohexamide,[968-81-0]
http://www.industrialchemistry.org/PDF/r14121.pdf,acetohydrazide,"[1068-57-1],[213-948-7]"
http://www.industrialchemistry.org/PDF/r13102.pdf,acetohydroxamic acid,[546-88-3]
http://www.industrialchemistry.org/PDF/r11981.pdf,acetonedicarboxylic acid,[542-05-2]
http://www.industrialchemistry.org/PDF/r3387.pdf,acetonitrile,[75-05-8]
http://www.industrialchemistry.org/PDF/r2840.pdf,acetonylacetone,[110-13-4]
http://www.industrialchemistry.org/PDF/r2261.pdf,phenylacetone,[103-79-7]
http://www.industrialchemistry.org/PDF/r2243.pdf,acetophenone,[98-86-2]
http://www.industrialchemistry.org/PDF/r661.pdf,acetyl chloride,[75-36-5]
http://www.industrialchemistry.org/PDF/r13683.pdf,diethyl acetylsuccinate,[1115-30-6]
http://www.industrialchemistry.org/PDF/r8803.pdf,triethyl acetylcitrate,[77-89-4]
http://www.industrialchemistry.org/PDF/r17025.pdf,acetyl-J acid,"[6334-97-0],[228-715-5]"
http://www.industrialchemistry.org/PDF/r8596.pdf,starch acetate,NA
http://www.industrialchemistry.org/PDF/r4697.pdf,cedryl methyl ketone,"[68039-35-0],[268-253-1]"
http://www.industrialchemistry.org/PDF/r12451.pdf,acetylcholine chloride,[60-31-1]
http://www.industrialchemistry.org/PDF/r14000.pdf,cyclopropyl methyl ketone,"[765-43-5],[212-146-4]"
http://www.industrialchemistry.org/PDF/r658.pdf,acetylene,[74-86-2]
http://www.industrialchemistry.org/PDF/r8796.pdf,acetylene black,[1333-86-4]
http://www.industrialchemistry.org/PDF/r2.pdf,tetrabromoethane,[79-27-6]
http://www.industrialchemistry.org/PDF/r10162.pdf,glycoluril,"[496-46-8],[207-821-5]"
http://www.industrialchemistry.org/PDF/r8807.pdf,acetylenedicarboxylic acid,"[142-45-0],[205-536-0]"
http://www.industrialchemistry.org/PDF/r2549.pdf,acetylsalicylic acid,[50-78-2]
http://www.industrialchemistry.org/PDF/r15257.pdf,acibenzolar-S-methyl,"[126448-41-7],[135158-54-2]"
http://www.industrialchemistry.org/PDF/r3292.pdf,aciclovir,[59277-89-3]
http://www.industrialchemistry.org/PDF/r15081.pdf,dehydrothio-p-toluidinedisulfonic acid,[5855-98-1]
http://www.industrialchemistry.org/PDF/r11715.pdf,perfluoroheptanoic acid,"[375-85-9],[206-798-9]"
http://www.industrialchemistry.org/PDF/r3691.pdf,Acid Black 1,[1064-48-8]
http://www.industrialchemistry.org/PDF/r15949.pdf,Acid Black 107,"[12218-96-1],[70236-55-4]"
http://www.industrialchemistry.org/PDF/r14631.pdf,Acid Black 172,"[57693-14-8],[61847-77-6]"
http://www.industrialchemistry.org/PDF/r17316.pdf,Acid Black 180,[11103-91-6]
http://www.industrialchemistry.org/PDF/r14914.pdf,Acid Black 2,"[68510-98-5],[8005-03-6]"
http://www.industrialchemistry.org/PDF/r17315.pdf,Acid Black 207,"[212516-19-3],[84145-95-9]"
http://www.industrialchemistry.org/PDF/r15968.pdf,Acid Black 210,"[85223-29-6],[99576-15-5]"
http://www.industrialchemistry.org/PDF/r17314.pdf,Acid Black 227,[67939-06-4]
http://www.industrialchemistry.org/PDF/r17318.pdf,Acid Black 234,[157577-99-6]
http://www.industrialchemistry.org/PDF/r14409.pdf,Acid Black 24,"[3071-73-6],[221-343-4]"
http://www.industrialchemistry.org/PDF/r14915.pdf,Acid Black 26,[6262-07-3]
http://www.industrialchemistry.org/PDF/r17319.pdf,Acid Black 28,[5850-41-9]
http://www.industrialchemistry.org/PDF/r7861.pdf,Acid Black 52,"[5610-64-0],[70236-49-6]"
http://www.industrialchemistry.org/PDF/r7862.pdf,Acid Black 58,[12218-94-9]
http://www.industrialchemistry.org/PDF/r7863.pdf,Acid Black 60,"[120668-30-6],[12218-95-0]"
http://www.industrialchemistry.org/PDF/r7864.pdf,Acid Black 63,[32517-36-5]
http://www.industrialchemistry.org/PDF/r15967.pdf,Acid Black 84,[6408-22-6]
http://www.industrialchemistry.org/PDF/r7865.pdf,Acid Blue 1,[129-17-9]
http://www.industrialchemistry.org/PDF/r7866.pdf,Acid Blue 104,[6505-30-2]
http://www.industrialchemistry.org/PDF/r7867.pdf,Acid Blue 113,[3351-05-1]
http://www.industrialchemistry.org/PDF/r14905.pdf,Acid Blue 116,[6406-30-0]
http://www.industrialchemistry.org/PDF/r17320.pdf,Acid Blue 117,[10169-12-7]
http://www.industrialchemistry.org/PDF/r7869.pdf,Acid Blue 118,[6406-32-2]
http://www.industrialchemistry.org/PDF/r15786.pdf,Acid Blue 119,[1324-80-7]
http://www.industrialchemistry.org/PDF/r14906.pdf,Acid Blue 120,"[3529-01-9],[222-554-4]"
http://www.industrialchemistry.org/PDF/r14907.pdf,Acid Blue 127,[6471-01-8]
http://www.industrialchemistry.org/PDF/r10541.pdf,Acid Blue 129,[6397-02-0]
http://www.industrialchemistry.org/PDF/r7871.pdf,Acid Blue 138,[1324-53-4]
http://www.industrialchemistry.org/PDF/r7872.pdf,Acid Blue 145,[6408-80-6]
http://www.industrialchemistry.org/PDF/r7873.pdf,Acid Blue 15,[5863-46-7]
http://www.industrialchemistry.org/PDF/r7874.pdf,Acid Blue 158,[6370-08-7]
http://www.industrialchemistry.org/PDF/r10535.pdf,Acid Blue 158:1,[6370-12-3]
http://www.industrialchemistry.org/PDF/r17321.pdf,Acid Blue 161,[12392-64-2]
http://www.industrialchemistry.org/PDF/r14630.pdf,Acid Blue 171,[51053-44-2]
http://www.industrialchemistry.org/PDF/r17326.pdf,Acid Blue 185,"[12234-64-9],[1330-39-8],[61967-94-0]"
http://www.industrialchemistry.org/PDF/r14410.pdf,Acid Blue 193,[12392-64-2]
http://www.industrialchemistry.org/PDF/r3641.pdf,Acid Blue 20,NA
http://www.industrialchemistry.org/PDF/r10545.pdf,Acid Blue 213,[12219-30-6]
http://www.industrialchemistry.org/PDF/r14411.pdf,Acid Blue 22,[28631-66-5]
http://www.industrialchemistry.org/PDF/r15942.pdf,Acid Blue 225,"[12216-97-6],[70209-96-0]"
http://www.industrialchemistry.org/PDF/r14902.pdf,Acid Blue 23,[33340-33-9]
http://www.industrialchemistry.org/PDF/r7876.pdf,Acid Blue 230,[12269-82-8]
http://www.industrialchemistry.org/PDF/r17325.pdf,Acid Blue 249,[27360-85-6]
http://www.industrialchemistry.org/PDF/r7875.pdf,Acid Blue 25,[6408-78-2]
http://www.industrialchemistry.org/PDF/r17324.pdf,Acid Blue 260,"[62168-86-9],[67827-60-5]"
http://www.industrialchemistry.org/PDF/r15784.pdf,Acid Blue 27,"[6408-51-1],[229-060-8]"
http://www.industrialchemistry.org/PDF/r14696.pdf,Acid Blue 277,[25797-81-3]
http://www.industrialchemistry.org/PDF/r7878.pdf,Acid Blue 29,[5850-35-1]
http://www.industrialchemistry.org/PDF/r17322.pdf,Acid Blue 296,"[61967-96-2],[71735-58-5]"
http://www.industrialchemistry.org/PDF/r240.pdf,Acid Blue 3,[3536-49-0]
http://www.industrialchemistry.org/PDF/r17323.pdf,Acid Blue 314,[89899-25-2]
http://www.industrialchemistry.org/PDF/r15939.pdf,Acid Blue 324,"[12219-39-5],[88264-80-6]"
http://www.industrialchemistry.org/PDF/r15973.pdf,Acid Blue 34,[6460-05-5]
http://www.industrialchemistry.org/PDF/r7879.pdf,Acid Blue 40,[6424-85-7]
http://www.industrialchemistry.org/PDF/r7880.pdf,Acid Blue 41,"[2666-17-3],[220-201-9]"
http://www.industrialchemistry.org/PDF/r14412.pdf,Acid Blue 43,[2150-60-9]
http://www.industrialchemistry.org/PDF/r7881.pdf,Acid Blue 45,[2861-02-1]
http://www.industrialchemistry.org/PDF/r15785.pdf,Acid Blue 48,[30586-15-3]
http://www.industrialchemistry.org/PDF/r7882.pdf,Acid Blue 62,[4368-56-3]
http://www.industrialchemistry.org/PDF/r7883.pdf,Acid Blue 7,[3486-30-4]
http://www.industrialchemistry.org/PDF/r244.pdf,Acid Blue 74,"[860-22-0],[212-728-8]"
http://www.industrialchemistry.org/PDF/r14903.pdf,Acid Blue 78,[6424-75-5]
http://www.industrialchemistry.org/PDF/r7884.pdf,Acid Blue 80,[4474-24-2]
http://www.industrialchemistry.org/PDF/r14904.pdf,Acid Blue 83,[6104-59-2]
http://www.industrialchemistry.org/PDF/r241.pdf,Acid Blue 9,[3844-45-9]
http://www.industrialchemistry.org/PDF/r14559.pdf,Acid Blue 90,[6104-58-1]
http://www.industrialchemistry.org/PDF/r7885.pdf,Acid Blue 92,"[12226-74-3],[3861-73-2]"
http://www.industrialchemistry.org/PDF/r11746.pdf,Acid Blue 93,[28983-56-4]
