url,chemical_name,numericals
http://www.industrialchemistry.org/PDF/r9201.pdf,dicyclopentadienyl titanium dichloride,[1271-19-8]
http://www.industrialchemistry.org/PDF/r13678.pdf,tricyclodecane dimethanol,NA
http://www.industrialchemistry.org/PDF/r4744.pdf,dicyclopentenyl acetate,"[2500-83-6],[5413-60-5]"
http://www.industrialchemistry.org/PDF/r10736.pdf,dicyclopentenyl acrylate,[12542-30-2]
http://www.industrialchemistry.org/PDF/r10260.pdf,dicyclopentenyl alcohol,[27137-33-3]
http://www.industrialchemistry.org/PDF/r10737.pdf,dicyclopentenyl methacrylate,[31621-69-9]
http://www.industrialchemistry.org/PDF/r11771.pdf,didecanoyl peroxide,"[762-12-9],[212-092-1]"
http://www.industrialchemistry.org/PDF/r8293.pdf,methyldidecylamine,"[7396-58-9],[230-990-1]"
http://www.industrialchemistry.org/PDF/r4108.pdf,diisodecyl phthalate,NA
http://www.industrialchemistry.org/PDF/r11920.pdf,didymium,NA
http://www.industrialchemistry.org/PDF/r7450.pdf,didymium oxide,NA
http://www.industrialchemistry.org/PDF/r12554.pdf,dienestrol,"[84-17-3],[201-519-7]"
http://www.industrialchemistry.org/PDF/r1709.pdf,dienochlor,"[2227-17-0],[218-763-5]"
http://www.industrialchemistry.org/PDF/r5072.pdf,"2,2,4-trimethyl-1,3-pentanediol benzyl phthalate",NA
http://www.industrialchemistry.org/PDF/r8082.pdf,diester oils,NA
http://www.industrialchemistry.org/PDF/r14381.pdf,diethoxymethane,"[462-95-3],[207-330-6]"
http://www.industrialchemistry.org/PDF/r16142.pdf,diethyl acetamidomalonate,[1068-90-2]
http://www.industrialchemistry.org/PDF/r2462.pdf,diethyl carbonate,[105-58-8]
http://www.industrialchemistry.org/PDF/r742.pdf,diethyl chlorophosphate,[814-49-3]
http://www.industrialchemistry.org/PDF/r16533.pdf,diethyl dicarbonate,[1609-47-8]
http://www.industrialchemistry.org/PDF/r745.pdf,diethyl dithiophosphoric acid,[298-06-6]
http://www.industrialchemistry.org/PDF/r3925.pdf,diethyl ether,[60-29-7]
http://www.industrialchemistry.org/PDF/r12187.pdf,diethyl ethylmalonate,[133-13-1]
http://www.industrialchemistry.org/PDF/r17661.pdf,diethyl isobutylmalonate,[10203-58-4]
http://www.industrialchemistry.org/PDF/r741.pdf,diethyl maleate,"[141-05-9],[205-451-9]"
http://www.industrialchemistry.org/PDF/r13997.pdf,diethyl phenylmalonate,[83-13-6]
http://www.industrialchemistry.org/PDF/r6857.pdf,diethyl succinate,[123-25-1]
http://www.industrialchemistry.org/PDF/r9303.pdf,diethyl sulfide,[352-93-2]
http://www.industrialchemistry.org/PDF/r15030.pdf,diethyl xanthogen formate,"[3278-35-1],[221-911-1]"
http://www.industrialchemistry.org/PDF/r9218.pdf,diethyl zinc,[557-20-0]
http://www.industrialchemistry.org/PDF/r7208.pdf,diethylamine borane,[2670-68-0]
http://www.industrialchemistry.org/PDF/r11841.pdf,diethylaminoethyl cellulose,[9013-34-7]
http://www.industrialchemistry.org/PDF/r3149.pdf,diethylcarbamazine,"[1642-54-2],[90-89-1]"
http://www.industrialchemistry.org/PDF/r11114.pdf,diethylcarbamoyl chloride,[88-10-8]
http://www.industrialchemistry.org/PDF/r4184.pdf,sodium diethyldithiocarbamate,[148-18-5]
http://www.industrialchemistry.org/PDF/r398.pdf,zinc diethyldithiocarbamate,[14324-55-1]
http://www.industrialchemistry.org/PDF/r11104.pdf,diethylene glycol dibutyl ether,"[112-73-2],[204-001-9]"
http://www.industrialchemistry.org/PDF/r9270.pdf,diethylene glycol diethyl ether,[112-36-7]
http://www.industrialchemistry.org/PDF/r15775.pdf,diethylene glycol divinyl ether,[764-99-8]
http://www.industrialchemistry.org/PDF/r9212.pdf,diethylene glycol monolaurate,"[141-20-8],[205-468-1]"
http://www.industrialchemistry.org/PDF/r9213.pdf,diethylene glycol monooleate,"[106-12-7],[203-364-0]"
http://www.industrialchemistry.org/PDF/r9214.pdf,diethylene glycol monostearate,"[106-11-6],[203-363-5]"
http://www.industrialchemistry.org/PDF/r1246.pdf,piperazine,"[110-85-0],[142-63-2],[16832-43-2],[81546-15-8]"
http://www.industrialchemistry.org/PDF/r9940.pdf,"diethylenetriaminepentaacetic acid, pentasodium salt","[140-01-2],[205-391-3]"
http://www.industrialchemistry.org/PDF/r2163.pdf,difenacoum,[56073-07-5]
http://www.industrialchemistry.org/PDF/r13350.pdf,difenoconazole,[119446-68-3]
http://www.industrialchemistry.org/PDF/r1957.pdf,difenzoquat methosulfate,[43222-48-6]
http://www.industrialchemistry.org/PDF/r14731.pdf,diflovidazin,[162320-67-4]
http://www.industrialchemistry.org/PDF/r16249.pdf,difloxacin,"[91296-86-5],[98106-17-3]"
http://www.industrialchemistry.org/PDF/r1642.pdf,diflubenzuron,"[35367-38-5],[252-529-3]"
http://www.industrialchemistry.org/PDF/r12555.pdf,diflucortolone,[2607-06-9]
http://www.industrialchemistry.org/PDF/r1958.pdf,diflufenican,[83164-33-4]
http://www.industrialchemistry.org/PDF/r15269.pdf,diflufenzopyr,"[109293-97-2],[109293-98-3]"
http://www.industrialchemistry.org/PDF/r16534.pdf,diflumetorim,[130339-07-0]
http://www.industrialchemistry.org/PDF/r2551.pdf,diflunisal,"[22494-42-4],[245-034-9]"
http://www.industrialchemistry.org/PDF/r17007.pdf,ethyl difluoroacetate,[454-31-9]
http://www.industrialchemistry.org/PDF/r5613.pdf,difluoroethane,[75-37-6]
http://www.industrialchemistry.org/PDF/r15026.pdf,difluoromethane,[75-10-5]
http://www.industrialchemistry.org/PDF/r12556.pdf,NA,[71-63-6]
http://www.industrialchemistry.org/PDF/r9221.pdf,NA,[20830-75-5]
http://www.industrialchemistry.org/PDF/r10456.pdf,sodium dihexylsulfosuccinate,NA
http://www.industrialchemistry.org/PDF/r3321.pdf,dihydralazine,"[484-23-1],[7327-87-9],[230-808-0]"
http://www.industrialchemistry.org/PDF/r9965.pdf,hydroabietyl alcohol,[1333-89-7]
http://www.industrialchemistry.org/PDF/r3360.pdf,dihydrocodeine,[125-28-0]
http://www.industrialchemistry.org/PDF/r14254.pdf,dihydroergocristine,[17479-19-5]
http://www.industrialchemistry.org/PDF/r14256.pdf,dihydroergotamine,[6190-39-2]
http://www.industrialchemistry.org/PDF/r14257.pdf,dihydroergotoxine methanesulfonate,[11032-41-0]
http://www.industrialchemistry.org/PDF/r3362.pdf,oxycodone,[76-42-6]
http://www.industrialchemistry.org/PDF/r4749.pdf,methyl dihydrojasmonate,"[24851-98-7],[246-495-9]"
http://www.industrialchemistry.org/PDF/r14644.pdf,methyl dihydrolysergate,[35470-53-2]
http://www.industrialchemistry.org/PDF/r13132.pdf,dihydrostreptomycin,"[128-46-1],[5490-27-7]"
http://www.industrialchemistry.org/PDF/r12557.pdf,dihydrotachysterol,[67-96-9]
http://www.industrialchemistry.org/PDF/r16979.pdf,dihydroterpineol,[498-81-7]
http://www.industrialchemistry.org/PDF/r17227.pdf,dihydroterpinyl acetate,"[58985-18-5],[261-543-9]"
http://www.industrialchemistry.org/PDF/r11764.pdf,"N,bis(methoxymethyl)urone","[7388-44-5],[230-970-2]"
http://www.industrialchemistry.org/PDF/r168.pdf,L-tartaric acid,[87-69-4]
http://www.industrialchemistry.org/PDF/r10144.pdf,methylene iodide,"[75-11-6],[200-841-5]"
http://www.industrialchemistry.org/PDF/r17530.pdf,diisobutylene-maleic anhydride copolymers,[37199-81-8]
http://www.industrialchemistry.org/PDF/r5365.pdf,diisodecyl phenyl phosphite,[25550-98-5]
http://www.industrialchemistry.org/PDF/r11966.pdf,isononanoyl peroxide,"[3851-87-4],[223-356-0]"
http://www.industrialchemistry.org/PDF/r1385.pdf,diisononyl phthalate,[28553-12-0]
http://www.industrialchemistry.org/PDF/r15719.pdf,diisononylamine,[28454-70-8]
http://www.industrialchemistry.org/PDF/r11634.pdf,dibutyltin bis(isooctylmaleate),[25168-21-2]
http://www.industrialchemistry.org/PDF/r4107.pdf,diisooctyl phthalate,[27554-26-3]
http://www.industrialchemistry.org/PDF/r985.pdf,diisopropyl dithiophosphoric acid,"[107-56-2],[203-503-5]"
http://www.industrialchemistry.org/PDF/r5706.pdf,diisopropyl ether,[108-20-3]
http://www.industrialchemistry.org/PDF/r12169.pdf,diisopropyl malonate,"[13195-64-7],[236-156-3]"
http://www.industrialchemistry.org/PDF/r754.pdf,diisopropylamine,[108-18-9]
http://www.industrialchemistry.org/PDF/r12223.pdf,diisopropylethanolamine,"[96-80-0],[202-536-2]"
http://www.industrialchemistry.org/PDF/r14102.pdf,diisopropylethylamine,"[7087-68-5],[230-392-0]"
http://www.industrialchemistry.org/PDF/r7636.pdf,phorone,[504-20-1]
http://www.industrialchemistry.org/PDF/r10281.pdf,diisopropylnaphthalene,"[38640-62-9],[254-052-6]"
http://www.industrialchemistry.org/PDF/r10443.pdf,sodium diisopropylnaphthalene sulfonate,[1322-93-6]
http://www.industrialchemistry.org/PDF/r4109.pdf,diisotridecyl phthalate,[119-06-2]
http://www.industrialchemistry.org/PDF/r1884.pdf,dikegulac-sodium,[52508-35-7]
http://www.industrialchemistry.org/PDF/r1016.pdf,diketene,[674-82-8]
http://www.industrialchemistry.org/PDF/r3315.pdf,dilazep,[35898-87-4]
http://www.industrialchemistry.org/PDF/r12558.pdf,diloxanide,"[579-38-4],[209-439-4]"
http://www.industrialchemistry.org/PDF/r3261.pdf,diltiazem,[42399-41-7]
http://www.industrialchemistry.org/PDF/r5138.pdf,dimethylstearylamine,"[124-28-7],[204-694-8]"
http://www.industrialchemistry.org/PDF/r7406.pdf,"hexene, branched",NA
http://www.industrialchemistry.org/PDF/r16717.pdf,dimefluthrin,[271241-14-6]
http://www.industrialchemistry.org/PDF/r1959.pdf,dimefuron,[34205-21-5]
http://www.industrialchemistry.org/PDF/r11659.pdf,dimelamine phosphate,[56974-60-8]
http://www.industrialchemistry.org/PDF/r12852.pdf,dimenhydrinate,[523-87-5]
http://www.industrialchemistry.org/PDF/r13352.pdf,dimepiperate,[61432-55-1]
http://www.industrialchemistry.org/PDF/r4026.pdf,dimer acid,"[6144-28-1],[61788-89-4]"
http://www.industrialchemistry.org/PDF/r1960.pdf,dimethachlor,[50563-36-5]
http://www.industrialchemistry.org/PDF/r1961.pdf,dimethametryn,[22936-75-0]
http://www.industrialchemistry.org/PDF/r13353.pdf,dimethenamid,[87474-68-8]
http://www.industrialchemistry.org/PDF/r15398.pdf,dimethenamid-P,[163515-14-8]
http://www.industrialchemistry.org/PDF/r3016.pdf,dimetindene,"[3614-69-5],[5636-83-9],[222-789-2],[227-083-8]"
http://www.industrialchemistry.org/PDF/r1885.pdf,dimethipin,[55290-64-7]
http://www.industrialchemistry.org/PDF/r1710.pdf,dimethoate,[60-51-5]
http://www.industrialchemistry.org/PDF/r13354.pdf,dimethomorph,[110488-70-5]
http://www.industrialchemistry.org/PDF/r14812.pdf,"6-acetoxy-2,4-dimethyl-1,3-dioxane","[828-00-2],[212-579-9]"
http://www.industrialchemistry.org/PDF/r3350.pdf,methyl N-methylanthranilate,[85-91-6]
http://www.industrialchemistry.org/PDF/r15000.pdf,dimethyl carbate,"[2.2.1],[2.2.1],[39589-98-5]"
http://www.industrialchemistry.org/PDF/r15047.pdf,dimethyl dicarbonate,[4525-33-1]
http://www.industrialchemistry.org/PDF/r13643.pdf,dimethyl disulfide,[624-92-0]
http://www.industrialchemistry.org/PDF/r766.pdf,dimethyl dithiophosphoric acid,[32534-66-0]
http://www.industrialchemistry.org/PDF/r6318.pdf,dimethyl ether,[115-10-6]
http://www.industrialchemistry.org/PDF/r9248.pdf,dimethyl glutarate,[1119-40-0]
http://www.industrialchemistry.org/PDF/r4094.pdf,di-(2-methoxyethyl) phthalate,[117-82-8]
http://www.industrialchemistry.org/PDF/r3974.pdf,dimethyl hexynol,"[107-54-0],[203-500-9]"
http://www.industrialchemistry.org/PDF/r9250.pdf,dimethyl isophthalate,[1459-93-4]
http://www.industrialchemistry.org/PDF/r5738.pdf,dimethyl maleate,"[624-48-6],[210-848-5]"
http://www.industrialchemistry.org/PDF/r2186.pdf,dimethyl malonate,"[108-59-8],[203-597-8]"
http://www.industrialchemistry.org/PDF/r1584.pdf,dimethyl methylphosphonate,[756-79-6]
http://www.industrialchemistry.org/PDF/r3980.pdf,dimethyl octynediol,[1321-87-5]
http://www.industrialchemistry.org/PDF/r13525.pdf,dimethyl oxalate,[553-90-2]
http://www.industrialchemistry.org/PDF/r1040.pdf,dimethyl phosphite,"[868-85-9],[212-783-8]"
http://www.industrialchemistry.org/PDF/r770.pdf,dimethyl phthalate,[131-11-3]
http://www.industrialchemistry.org/PDF/r15751.pdf,dimethyl sebacate,[106-79-6]
http://www.industrialchemistry.org/PDF/r6856.pdf,dimethyl succinate,[106-65-0]
http://www.industrialchemistry.org/PDF/r6858.pdf,dimethyl succinylosuccinate,[6289-46-9]
http://www.industrialchemistry.org/PDF/r537.pdf,dimethyl sulfate,[77-78-1]
http://www.industrialchemistry.org/PDF/r9942.pdf,dimethyl sulfide,[75-18-3]
http://www.industrialchemistry.org/PDF/r9253.pdf,dimethyl sulfoxide,[67-68-5]
http://www.industrialchemistry.org/PDF/r5602.pdf,dimethylacetamide,[127-19-5]
http://www.industrialchemistry.org/PDF/r601.pdf,dimethylamine,[124-40-3]
http://www.industrialchemistry.org/PDF/r7209.pdf,dimethylamine borane,[74-94-2]
http://www.industrialchemistry.org/PDF/r13986.pdf,dimethylaminoacetonitrile,[926-64-7]
http://www.industrialchemistry.org/PDF/r208.pdf,dimethylaminomethylphenol,"[120-65-0],[204-413-9]"
http://www.industrialchemistry.org/PDF/r11480.pdf,dimethylbehenylamine,[21542-96-1]
http://www.industrialchemistry.org/PDF/r763.pdf,dimethylcarbamoyl chloride,[79-44-7]
http://www.industrialchemistry.org/PDF/r10845.pdf,dimethylditallowammonium chloride,NA
http://www.industrialchemistry.org/PDF/r1811.pdf,ferbam,[14484-64-1]
http://www.industrialchemistry.org/PDF/r7265.pdf,lead dimethyldithiocarbamate,[19010-66-3]
http://www.industrialchemistry.org/PDF/r13429.pdf,nickel bis(dimethyldithiocarbamate),[15521-65-0]
http://www.industrialchemistry.org/PDF/r571.pdf,sodium dimethyldithiocarbamate,[128-04-1]
http://www.industrialchemistry.org/PDF/r5132.pdf,dimethyllaurylamine,"[112-18-5],[203-943-8]"
http://www.industrialchemistry.org/PDF/r653.pdf,dimethylformamide,[68-12-2]
http://www.industrialchemistry.org/PDF/r14843.pdf,dimethylformamide dimethyl acetal,"[4637-24-5],[225-063-3]"
http://www.industrialchemistry.org/PDF/r4473.pdf,dimethylhydantoin glycidyl ether,NA
http://www.industrialchemistry.org/PDF/r5133.pdf,dimethylmyristylamine,"[112-75-4],[204-002-4]"
http://www.industrialchemistry.org/PDF/r7503.pdf,dimethyloctylamine,"[7378-99-6],[230-939-3]"
http://www.industrialchemistry.org/PDF/r15452.pdf,dimethylolbutanoic acid,[10097-02-6]
http://www.industrialchemistry.org/PDF/r13524.pdf,dimethylolpropionic acid,[4767-03-7]
http://www.industrialchemistry.org/PDF/r4407.pdf,dimethylolurea,[140-95-4]
http://www.industrialchemistry.org/PDF/r509.pdf,"xylenol, mixed",[1300-71-6]
http://www.industrialchemistry.org/PDF/r11992.pdf,dimethylsiloxane oligomers,NA
http://www.industrialchemistry.org/PDF/r772.pdf,dimethylsulfamyl chloride,[13360-57-1]
http://www.industrialchemistry.org/PDF/r11644.pdf,dimethyltin bis(2-mercaptoethyl oleate),[67859-63-6]
http://www.industrialchemistry.org/PDF/r11639.pdf,dimethyltin dichloride,[753-73-1]
http://www.industrialchemistry.org/PDF/r13355.pdf,dimethylvinphos,[2274-67-1]
http://www.industrialchemistry.org/PDF/r13133.pdf,dimetridazole,"[551-92-8],[209-001-2]"
http://www.industrialchemistry.org/PDF/r13134.pdf,diminazene,[536-71-0]
http://www.industrialchemistry.org/PDF/r16904.pdf,dimoxystrobin,[149961-52-4]
http://www.industrialchemistry.org/PDF/r5249.pdf,sodium dinaphthalenemethane sulfonate,NA
http://www.industrialchemistry.org/PDF/r17490.pdf,"diisononyl cyclohexane-1,2-dicarboxylate","[166412-78-8],[474919-59-0]"
http://www.industrialchemistry.org/PDF/r10297.pdf,dinitroglycoluril,[55510-04-8]
http://www.industrialchemistry.org/PDF/r1796.pdf,diniconazole,[83657-24-3]
http://www.industrialchemistry.org/PDF/r16535.pdf,diniconazole-M,[83657-18-5]
http://www.industrialchemistry.org/PDF/r13135.pdf,dinitolmide,"[148-01-6],[205-706-4]"
http://www.industrialchemistry.org/PDF/r1963.pdf,dinitramine,[29091-05-2]
http://www.industrialchemistry.org/PDF/r13785.pdf,"1,8-dihydroxy-4,5-dinitroanthraquinone",[81-55-0]
http://www.industrialchemistry.org/PDF/r9554.pdf,nitrous oxide,[10024-97-2]
http://www.industrialchemistry.org/PDF/r16536.pdf,dinobuton,[973-21-7]
http://www.industrialchemistry.org/PDF/r1712.pdf,dinocap,[39300-45-3]
http://www.industrialchemistry.org/PDF/r1435.pdf,dinonylnaphthalene,NA
http://www.industrialchemistry.org/PDF/r9257.pdf,dinonylphenol,"[1323-65-5],[137-99-5]"
http://www.industrialchemistry.org/PDF/r10830.pdf,dinonylphenol ethoxylates,NA
http://www.industrialchemistry.org/PDF/r12559.pdf,dinoprost,[551-11-1]
http://www.industrialchemistry.org/PDF/r12560.pdf,dinoprostone,[363-24-6]
http://www.industrialchemistry.org/PDF/r15234.pdf,dinotefuran,[165252-70-0]
http://www.industrialchemistry.org/PDF/r1267.pdf,dinoterb,[1420-07-1]
http://www.industrialchemistry.org/PDF/r5265.pdf,distearyl disulfide,[2500-88-1]
http://www.industrialchemistry.org/PDF/r12328.pdf,dioctyl octylphosphonate,[126-63-6]
http://www.industrialchemistry.org/PDF/r4125.pdf,di-(2-ethylhexyl) sebacate,[122-62-3]
http://www.industrialchemistry.org/PDF/r5351.pdf,dioctyltin dilaurate,[3648-18-8]
http://www.industrialchemistry.org/PDF/r5397.pdf,dioctyltin maleate,[128996-62-3]
http://www.industrialchemistry.org/PDF/r3029.pdf,diodone,"[101-29-1],[300-37-8]"
http://www.industrialchemistry.org/PDF/r14872.pdf,dioleylamine,[5137-21-3]
http://www.industrialchemistry.org/PDF/r11305.pdf,diosgenin,"[512-04-9],[208-134-3]"
http://www.industrialchemistry.org/PDF/r14112.pdf,diosmine,[520-27-4]
http://www.industrialchemistry.org/PDF/r6362.pdf,dioxane,[123-91-1]
http://www.industrialchemistry.org/PDF/r16905.pdf,dioxaspiro-[5.5]-undecane,"[5.5],[180-84-7]"
http://www.industrialchemistry.org/PDF/r7755.pdf,dioxolane,[646-06-0]
http://www.industrialchemistry.org/PDF/r4051.pdf,dipentaerythritol,[126-58-9]
http://www.industrialchemistry.org/PDF/r14189.pdf,limonene dioxide,[96-08-2]
http://www.industrialchemistry.org/PDF/r4658.pdf,terpin hydrate,[2451-01-6]
http://www.industrialchemistry.org/PDF/r14190.pdf,limonene monoxide,[1195-92-2]
http://www.industrialchemistry.org/PDF/r2475.pdf,diphenamid,[957-51-7]
http://www.industrialchemistry.org/PDF/r2477.pdf,diphenhydramine,"[147-24-0],[58-73-1],[200-396-7],[205-687-2]"
http://www.industrialchemistry.org/PDF/r13702.pdf,diphenolic acid,"[126-00-1],[204-763-2]"
http://www.industrialchemistry.org/PDF/r2419.pdf,diphenoxylate,"[915-30-0],[213-020-1]"
http://www.industrialchemistry.org/PDF/r119.pdf,biphenyl,[92-52-4]
http://www.industrialchemistry.org/PDF/r1438.pdf,diphenyl ether,"[101-84-8],[202-981-2]"
http://www.industrialchemistry.org/PDF/r5253.pdf,"diphenyl ether 4,4'-bis(sulfonyl chloride)",NA
http://www.industrialchemistry.org/PDF/r5364.pdf,diphenyl isodecyl phosphite,[26544-23-0]
http://www.industrialchemistry.org/PDF/r1326.pdf,diphenyl isophthalate,"[744-45-6],[212-014-6]"
http://www.industrialchemistry.org/PDF/r5487.pdf,isopropylphenyl diphenyl phosphate,"[28108-99-8],[248-848-2]"
http://www.industrialchemistry.org/PDF/r4113.pdf,diphenyl phthalate,"[84-62-8],[201-546-4]"
http://www.industrialchemistry.org/PDF/r11779.pdf,diphenyl sulfone,"[127-63-9],[204-853-1]"
http://www.industrialchemistry.org/PDF/r8102.pdf,diphenylacetic acid,[117-34-0]
http://www.industrialchemistry.org/PDF/r1316.pdf,diphenylamine,[122-39-4]
http://www.industrialchemistry.org/PDF/r448.pdf,"diphenylamine, octylated",[101-67-7]
http://www.industrialchemistry.org/PDF/r5491.pdf,diphenylstilbene 2-ethylhexanoate,[5035-58-5]
http://www.industrialchemistry.org/PDF/r427.pdf,diphenylguanidine,[102-06-7]
http://www.industrialchemistry.org/PDF/r2913.pdf,phenytoin,"[57-41-0],[630-93-3]"
http://www.industrialchemistry.org/PDF/r2478.pdf,diphenylpyraline,"[132-18-3],[147-20-6],[205-049-3],[205-686-7]"
http://www.industrialchemistry.org/PDF/r15040.pdf,trichloromethyl chloroformate,"[503-38-8],[207-965-9]"
http://www.industrialchemistry.org/PDF/r48.pdf,disodium acid pyrophosphate,[7758-16-9]
http://www.industrialchemistry.org/PDF/r47.pdf,tetrasodium pyrophosphate,[7722-88-5]
http://www.industrialchemistry.org/PDF/r8843.pdf,dipicolinic acid,"[499-83-2],[207-894-3]"
http://www.industrialchemistry.org/PDF/r12561.pdf,dipipanone,"[467-83-4],[207-399-2]"
http://www.industrialchemistry.org/PDF/r12562.pdf,dipivefrine,"[52365-63-6],[64019-93-8]"
http://www.industrialchemistry.org/PDF/r9664.pdf,potassium tetraborate,"[12045-78-2],[1332-77-0]"
http://www.industrialchemistry.org/PDF/r7387.pdf,potassium stannate,[12142-33-5]
http://www.industrialchemistry.org/PDF/r3274.pdf,diprophylline,[479-18-5]
http://www.industrialchemistry.org/PDF/r16173.pdf,"hexane-3,4-dione",[4437-51-8]
http://www.industrialchemistry.org/PDF/r13644.pdf,dipropyl disulfide,"[629-19-6],[211-079-8]"
http://www.industrialchemistry.org/PDF/r1349.pdf,dipropylene glycol,[110-98-5]
http://www.industrialchemistry.org/PDF/r10349.pdf,dipropylene glycol monoisobutyl ether,[73467-19-3]
http://www.industrialchemistry.org/PDF/r9272.pdf,dipropylene glycol monomethyl ether,[34590-94-8]
http://www.industrialchemistry.org/PDF/r9258.pdf,dipropylene glycol monosalicylate,[68683-31-8]
http://www.industrialchemistry.org/PDF/r3343.pdf,dipyridamole,[58-32-2]
http://www.industrialchemistry.org/PDF/r15750.pdf,dipyrone,[68-89-3]
http://www.industrialchemistry.org/PDF/r1967.pdf,diquat dibromide,[85-00-7]
http://www.industrialchemistry.org/PDF/r14447.pdf,Direct Black 166,[57131-19-8]
http://www.industrialchemistry.org/PDF/r15581.pdf,Direct Black 168,"[83046-38-2],[85631-88-5],[94249-18-0]"
http://www.industrialchemistry.org/PDF/r14928.pdf,Direct Black 17,[2945-96-2]
http://www.industrialchemistry.org/PDF/r16998.pdf,Direct Black 175,[66256-76-6]
http://www.industrialchemistry.org/PDF/r8103.pdf,Direct Black 19,[6428-31-5]
http://www.industrialchemistry.org/PDF/r17399.pdf,Direct Black 198,[160512-93-6]
http://www.industrialchemistry.org/PDF/r8104.pdf,Direct Black 22,[6473-13-8]
http://www.industrialchemistry.org/PDF/r14929.pdf,Direct Black 32,[6428-38-2]
http://www.industrialchemistry.org/PDF/r14449.pdf,Direct Black 51,[34977-63-4]
http://www.industrialchemistry.org/PDF/r14930.pdf,Direct Black 56,[8003-57-4]
http://www.industrialchemistry.org/PDF/r8106.pdf,Direct Black 80,[8003-69-8]
http://www.industrialchemistry.org/PDF/r10554.pdf,Direct Black 9,[8003-62-1]
http://www.industrialchemistry.org/PDF/r10555.pdf,Direct Blue 106,[6527-70-4]
http://www.industrialchemistry.org/PDF/r8108.pdf,Direct Blue 108,[1324-58-9]
http://www.industrialchemistry.org/PDF/r10509.pdf,Direct Blue 109,[33700-25-3]
http://www.industrialchemistry.org/PDF/r8109.pdf,Direct Blue 120,[3626-40-2]
http://www.industrialchemistry.org/PDF/r14923.pdf,Direct Blue 120:1,[3626-30-0]
http://www.industrialchemistry.org/PDF/r14924.pdf,Direct Blue 168,[3818-60-8]
http://www.industrialchemistry.org/PDF/r13885.pdf,Direct Blue 199,[12222-04-7]
http://www.industrialchemistry.org/PDF/r15979.pdf,Direct Blue 200,[72927-72-1]
http://www.industrialchemistry.org/PDF/r14453.pdf,Direct Blue 218,[28407-37-6]
http://www.industrialchemistry.org/PDF/r8111.pdf,Direct Blue 67,[3354-97-0]
http://www.industrialchemistry.org/PDF/r8112.pdf,Direct Blue 71,[4399-55-7]
http://www.industrialchemistry.org/PDF/r8113.pdf,Direct Blue 75,[6428-60-0]
http://www.industrialchemistry.org/PDF/r8114.pdf,Direct Blue 78,[2503-73-3]
http://www.industrialchemistry.org/PDF/r8115.pdf,Direct Blue 80,[12222-00-3]
http://www.industrialchemistry.org/PDF/r10556.pdf,Direct Blue 84,[13569-92-1]
http://www.industrialchemistry.org/PDF/r15910.pdf,Direct Blue 85,"[61724-72-9],[70210-31-0]"
http://www.industrialchemistry.org/PDF/r8116.pdf,Direct Blue 86,[1330-38-7]
http://www.industrialchemistry.org/PDF/r8117.pdf,Direct Blue 98,[6656-03-7]
http://www.industrialchemistry.org/PDF/r15911.pdf,Direct Brown 103,"[61724-78-5],[70304-38-0]"
http://www.industrialchemistry.org/PDF/r14927.pdf,Direct Brown 112,NA
http://www.industrialchemistry.org/PDF/r8118.pdf,Direct Brown 44,"[6252-62-6],[228-375-8]"
http://www.industrialchemistry.org/PDF/r8119.pdf,Direct Green 26,[6388-26-7]
http://www.industrialchemistry.org/PDF/r10508.pdf,Direct Green 28,[6471-09-6]
http://www.industrialchemistry.org/PDF/r14925.pdf,Direct Green 59,[7219-11-6]
http://www.industrialchemistry.org/PDF/r8120.pdf,Direct Orange 102,[6598-63-6]
http://www.industrialchemistry.org/PDF/r15897.pdf,Direct Orange 118,[28706-33-4]
http://www.industrialchemistry.org/PDF/r8123.pdf,Direct Orange 26,[3626-36-6]
http://www.industrialchemistry.org/PDF/r8124.pdf,Direct Orange 29,[6420-40-2]
http://www.industrialchemistry.org/PDF/r17492.pdf,Direct Orange 34,[12222-37-6]
http://www.industrialchemistry.org/PDF/r15905.pdf,Direct Orange 37,[1325-62-8]
http://www.industrialchemistry.org/PDF/r15906.pdf,Direct Orange 46,[50814-31-8]
http://www.industrialchemistry.org/PDF/r8128.pdf,Direct Orange 72,[12217-64-0]
http://www.industrialchemistry.org/PDF/r3519.pdf,Direct Red 118,"[6369-35-3],[228-869-3]"
http://www.industrialchemistry.org/PDF/r8131.pdf,Direct Red 16,[6227-02-7]
http://www.industrialchemistry.org/PDF/r8134.pdf,Direct Red 23,[3441-14-3]
http://www.industrialchemistry.org/PDF/r17390.pdf,Direct Red 239,"[28706-25-4],[60202-35-9]"
http://www.industrialchemistry.org/PDF/r14463.pdf,Direct Red 250,[82944-45-4]
http://www.industrialchemistry.org/PDF/r8137.pdf,Direct Red 31,[5001-72-9]
http://www.industrialchemistry.org/PDF/r8138.pdf,Direct Red 4,[6420-41-3]
http://www.industrialchemistry.org/PDF/r14465.pdf,Direct Red 75,[2829-43-8]
http://www.industrialchemistry.org/PDF/r15907.pdf,Direct Red 76,[1325-63-9]
http://www.industrialchemistry.org/PDF/r8142.pdf,Direct Red 79,[1937-34-4]
http://www.industrialchemistry.org/PDF/r8143.pdf,Direct Red 80,[2610-10-8]
http://www.industrialchemistry.org/PDF/r8144.pdf,Direct Red 81,[2610-11-9]
http://www.industrialchemistry.org/PDF/r8145.pdf,Direct Red 83,[15418-16-3]
